conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version
287,Burundi,Government of Burundi,93,,Palipehutu,430,,2,,1992,1,0,3,10/18/1965,1,11/27/1991,2,1,4/14/1992,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,CNDD,431,,2,,1994,1,0,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,CNDD,431,,2,,1995,1,0,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,CNDD,431,,2,,1996,1,1,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,"CNDD, Frolina, Palipehutu-FNL","431, 433, 432",,2,,1997,1,1,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,"CNDD, CNDD-FDD , Palipehutu-FNL","431, 434, 432",,2,,1998,1,1,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","434, 432",,2,,1999,1,1,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","434, 432",,2,,2000,2,1,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","434, 432",,2,,2001,2,1,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","434, 432",,2,,2002,2,1,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","434, 432",,2,,2003,1,1,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2004,1,1,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2005,1,1,3,10/18/1965,1,10/18/1994,3,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2006,1,1,3,10/18/1965,1,10/18/1994,3,1,9/26/2006,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2008,1,1,3,10/18/1965,1,3/1/2008,2,1,8/22/2008,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,RED-TABARA ,6513,,2,,2014,1,1,3,10/18/1965,1,12/30/2014,1,0,,,516,,,,516,4,19.1
287,Burundi,Government of Burundi,93,,"FPB, Military faction (forces of Godefroid Niyombare)","6297, 6187",,2,,2015,1,1,3,10/18/1965,1,12/30/2014,1,1,12/11/2015,,516,,,,516,4,19.1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,Cambodia,1946,1,0,1,8/31/1946,3,8/31/1946,3,0,,,220,,,,811,3,19.1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,Cambodia,1947,1,0,1,8/31/1946,3,8/31/1946,3,0,,,220,,,,811,3,19.1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,Cambodia,1948,1,0,1,8/31/1946,3,8/31/1946,3,0,,,220,,,,811,3,19.1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,Cambodia,1949,1,0,1,8/31/1946,3,8/31/1946,3,0,,,220,,,,811,3,19.1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,Cambodia,1950,1,0,1,8/31/1946,3,8/31/1946,3,0,,,220,,,,811,3,19.1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,Cambodia,1951,1,0,1,8/31/1946,3,8/31/1946,3,0,,,220,,,,811,3,19.1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,Cambodia,1952,1,0,1,8/31/1946,3,8/31/1946,3,0,,,220,,,,811,3,19.1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,Cambodia,1953,1,0,1,8/31/1946,3,8/31/1946,3,1,11/9/1953,,220,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1967,2,1,3,4/30/1967,3,5/31/1967,3,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1968,1,1,3,4/30/1967,3,5/31/1967,3,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1969,1,1,3,4/30/1967,3,5/31/1967,3,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,,1970,2,1,4,4/30/1967,3,5/31/1967,3,0,,,811,"817, 2",,816,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,,1971,2,1,4,4/30/1967,3,5/31/1967,3,0,,,811,"817, 2",,816,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,,1972,2,1,4,4/30/1967,3,5/31/1967,3,0,,,811,"817, 2",,816,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,,1973,2,1,4,4/30/1967,3,5/31/1967,3,0,,,811,"817, 2",,816,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,Government of Vietnam (North Vietnam),2,,1974,2,1,4,4/30/1967,3,5/31/1967,3,0,,,811,,,816,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,Government of Vietnam (North Vietnam),2,,1975,2,1,4,4/30/1967,3,5/31/1967,3,1,4/17/1975,,811,,,816,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KNUFNS,271,Government of Vietnam (North Vietnam),2,,1978,2,1,4,4/30/1967,3,12/30/1978,2,0,,,811,,,816,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of Laos, Government of Vietnam (North Vietnam)","KNUFNS, KPNLF, KR","271, 272, 270",Government of Vietnam (North Vietnam),2,,1979,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,"816, 812",,816,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"KPNLF, KR","272, 270",,2,,1980,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"KPNLF, KR","272, 270",,2,,1981,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","273, 272, 270",,2,,1982,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","273, 272, 270",,2,,1983,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","273, 272, 270",,2,,1984,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","273, 272, 270",,2,,1985,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","273, 272, 270",,2,,1986,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","273, 272, 270",,2,,1987,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","273, 272, 270",,2,,1988,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","273, 272, 270",,2,,1989,1,1,4,4/30/1967,3,12/30/1978,2,0,,,811,816,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"KPNLF, KR","272, 270",,2,,1990,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"FUNCINPEC, KPNLF, KR","273, 272, 270",,2,,1991,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1992,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1993,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1994,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1995,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,,1996,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"Forces of Norodom Ranariddh, KR, Military faction (Forces of Hun Sen)","7248, 270, 7249",,2,,1997,1,1,3,4/30/1967,3,12/30/1978,2,0,,,811,,,,811,3,19.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"Forces of Norodom Ranariddh, KR","7248, 270",,2,,1998,1,1,3,4/30/1967,3,12/30/1978,2,1,10/24/1998,,811,,,,811,3,19.1
294,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),148,,Government of Thailand,147,,1,Common Border,1977,1,0,2,12/15/1975,2,12/31/1977,5,0,,,811,,800,,"800, 811",3,19.1
294,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),148,,Government of Thailand,147,,1,Common Border,1978,1,0,2,12/15/1975,2,12/31/1977,5,1,12/31/1978,,811,,800,,"800, 811",3,19.1
294,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),148,,Government of Thailand,147,,1,Common Border,2011,1,0,2,12/15/1975,2,4/28/2011,2,1,5/2/2011,,811,,800,,"800, 811",3,19.1
328,"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),148,,Government of Vietnam (North Vietnam),150,,1,Common Border,1975,1,0,2,5/1/1975,1,12/31/1975,5,0,,,811,,816,,"811, 816",3,19.1
328,"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),148,,Government of Vietnam (North Vietnam),150,,1,Common Border,1976,1,0,2,5/1/1975,1,12/31/1975,5,0,,,811,,816,,"811, 816",3,19.1
328,"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),148,,Government of Vietnam (North Vietnam),150,,1,Common Border,1977,1,0,2,5/1/1975,1,12/31/1975,5,1,12/31/1977,,811,,816,,"811, 816",3,19.1
13638,Cameroon,Government of Cameroon,83,Government of Chad,IS,234,,1,Islamic State,2015,1,0,4,3/19/2015,1,8/11/2015,1,0,,,471,483,,,471,4,19.1
13638,Cameroon,Government of Cameroon,83,,IS,234,,1,Islamic State,2016,1,0,3,3/19/2015,1,8/11/2015,1,1,10/6/2016,,471,,,,471,4,19.1
14129,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,Ambazonia,2017,1,0,3,9/16/2017,1,12/8/2017,2,0,,,471,,,,471,4,19.1
14129,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,Ambazonia,2018,1,0,3,9/16/2017,1,12/8/2017,2,0,,,471,,,,471,4,19.1
254,Cameroon,Government of France,33,,UPC,564,,1,Cameroon,1957,1,0,1,9/30/1957,3,9/30/1957,3,0,,,220,,,,471,4,19.1
254,Cameroon,Government of France,33,,UPC,564,,1,Cameroon,1958,1,0,1,9/30/1957,3,9/30/1957,3,0,,,220,,,,471,4,19.1
254,Cameroon,Government of France,33,,UPC,564,,1,Cameroon,1959,1,0,1,9/30/1957,3,9/30/1957,3,1,12/31/1959,,220,,,,471,4,19.1
353,Cameroon,Government of Cameroon,83,Government of France,UPC,564,,2,,1960,2,1,4,1/31/1960,4,1/31/1960,4,0,,,471,220,,,471,4,19.1
353,Cameroon,Government of Cameroon,83,,UPC,564,,2,,1961,1,1,3,1/31/1960,4,1/31/1960,4,1,12/31/1961,,471,,,,471,4,19.1
353,Cameroon,Government of Cameroon,83,,Military faction (forces of Ibrahim Saleh),515,,2,,1984,1,1,3,1/31/1960,4,4/6/1984,1,1,4/9/1984,,471,,,,471,4,19.1
353,Cameroon,Government of Cameroon,83,Government of Chad,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,2015,1,1,4,1/31/1960,4,1/12/2015,1,0,,,471,483,,,471,4,19.1
353,Cameroon,Government of Cameroon,83,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,2016,1,1,3,1/31/1960,4,1/12/2015,1,0,,,471,,,,471,4,19.1
353,Cameroon,Government of Cameroon,83,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,2017,1,1,3,1/31/1960,4,1/12/2015,1,1,12/3/2017,,471,,,,471,4,19.1
405,"Cameroon, Nigeria",Government of Cameroon,83,,Government of Nigeria,84,,1,Bakassi,1996,1,0,2,2/18/1994,1,5/7/1996,3,1,5/7/1996,,471,,475,,"471, 475",4,19.1
416,Central African Republic,Government of Central African Republic,86,Government of Libya,Military faction (forces of André Kolingba),552,,2,,2001,1,0,4,5/27/2001,1,6/1/2001,1,0,,,482,620,,,482,4,19.1
416,Central African Republic,Government of Central African Republic,86,,Forces of Francois Bozize,553,,2,,2002,1,0,3,5/27/2001,1,6/1/2001,1,1,12/19/2002,,482,,,,482,4,19.1
416,Central African Republic,Government of Central African Republic,86,Government of France,Seleka,554,,2,,2006,1,0,4,5/27/2001,1,11/28/2006,2,1,12/1/2006,,482,220,,,482,4,19.1
416,Central African Republic,Government of Central African Republic,86,,CPJP,1053,,2,,2009,1,0,3,5/27/2001,1,11/26/2009,1,0,,,482,,,,482,4,19.1
416,Central African Republic,Government of Central African Republic,86,,CPJP,1053,,2,,2010,1,0,3,5/27/2001,1,11/26/2009,1,0,,,482,,,,482,4,19.1
416,Central African Republic,Government of Central African Republic,86,,CPJP,1053,,2,,2011,1,0,3,5/27/2001,1,11/26/2009,1,0,,,482,,,,482,4,19.1
416,Central African Republic,Government of Central African Republic,86,,Seleka,554,,2,,2012,1,0,3,5/27/2001,1,11/26/2009,1,0,,,482,,,,482,4,19.1
416,Central African Republic,Government of Central African Republic,86,,"anti-Balaka, Seleka","4201, 554",,2,,2013,1,0,3,5/27/2001,1,11/26/2009,1,1,12/5/2013,,482,,,,482,4,19.1
416,Central African Republic,Government of Central African Republic,86,,UPC (Ali Darass Fulani supporters),5999,,2,,2018,1,1,3,5/27/2001,1,5/17/2018,2,0,,,482,,,,482,4,19.1
13640,Chad,Government of Chad,87,,IS,234,,1,Islamic State,2015,1,0,3,5/27/2015,1,5/27/2015,1,1,11/1/2015,,483,,,,483,4,19.1
13640,Chad,Government of Chad,87,,IS,234,,1,Islamic State,2017,1,0,3,5/27/2015,1,5/5/2017,1,0,,,483,,,,483,4,19.1
13640,Chad,Government of Chad,87,,IS,234,,1,Islamic State,2018,1,0,3,5/27/2015,1,5/5/2017,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,Frolinat,435,,2,,1966,1,0,3,7/31/1966,4,7/31/1966,4,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,Frolinat,435,,2,,1967,1,0,3,7/31/1966,4,7/31/1966,4,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,Frolinat,435,,2,,1968,1,0,3,7/31/1966,4,7/31/1966,4,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,Government of France,Frolinat,435,,2,,1969,1,1,4,7/31/1966,4,7/31/1966,4,0,,,483,220,,,483,4,19.1
288,Chad,Government of Chad,87,Government of France,Frolinat,435,,2,,1970,1,1,4,7/31/1966,4,7/31/1966,4,0,,,483,220,,,483,4,19.1
288,Chad,Government of Chad,87,Government of France,"First Liberation Army, Second Liberation Army","436, 437",,2,,1971,1,1,4,7/31/1966,4,7/31/1966,4,0,,,483,220,,,483,4,19.1
288,Chad,Government of Chad,87,Government of France,First Liberation Army,436,,2,,1972,1,1,4,7/31/1966,4,7/31/1966,4,1,11/24/1972,,483,220,,,483,4,19.1
288,Chad,Government of Chad,87,,FAN,438,,2,,1976,1,1,3,7/31/1966,4,2/18/1976,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,"FAN, FAP","438, 439",,2,,1977,1,1,3,7/31/1966,4,2/18/1976,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,Government of France,FAP,439,,2,,1978,2,1,4,7/31/1966,4,2/18/1976,1,0,,,483,220,,,483,4,19.1
288,Chad,Government of Chad,87,,"FAN, FAP","438, 439",,2,,1979,2,1,3,7/31/1966,4,2/18/1976,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,Government of Libya,FAN,438,,2,,1980,2,1,4,7/31/1966,4,2/18/1976,1,0,,,483,620,,,483,4,19.1
288,Chad,Government of Chad,87,Government of Libya,FAN,438,,2,,1981,1,1,4,7/31/1966,4,2/18/1976,1,0,,,483,620,,,483,4,19.1
288,Chad,Government of Chad,87,,"FAN, FAT","438, 440",,2,,1982,1,1,3,7/31/1966,4,2/18/1976,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,Government of France,GUNT,441,Government of Libya,2,,1983,1,1,4,7/31/1966,4,2/18/1976,1,0,,,483,220,,620,483,4,19.1
288,Chad,Government of Chad,87,Government of France,GUNT,441,Government of Libya,2,,1984,1,1,4,7/31/1966,4,2/18/1976,1,1,12/31/1984,,483,220,,620,483,4,19.1
288,Chad,Government of Chad,87,Government of France,GUNT,441,Government of Libya,2,,1986,1,1,4,7/31/1966,4,12/31/1986,5,0,,,483,220,,620,483,4,19.1
288,Chad,Government of Chad,87,"Government of DR Congo (Zaire), Government of France",CDR,455,Government of Libya,2,,1987,2,1,4,7/31/1966,4,12/31/1986,5,1,11/1/1987,,483,"490, 220",,620,483,4,19.1
288,Chad,Government of Chad,87,,"Islamic Legion, MOSANAT, Revolutionary Forces of 1 April ","442, 444, 443",,2,,1989,1,1,3,7/31/1966,4,3/3/1989,2,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,"Islamic Legion, MPS","442, 445",,2,,1990,2,1,3,7/31/1966,4,3/3/1989,2,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,"MDD, Military faction (forces of Maldoum Bada Abbas)","446, 449",,2,,1991,1,1,3,7/31/1966,4,3/3/1989,2,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,"CNR, CSNPD, FNT, MDD","447, 448, 450, 446",,2,,1992,1,1,3,7/31/1966,4,3/3/1989,2,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,"CNR, CSNPD, FNT, MDD","447, 448, 450, 446",,2,,1993,1,1,3,7/31/1966,4,3/3/1989,2,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,"CNR, CSNPD, FNT","447, 448, 450",,2,,1994,1,1,3,7/31/1966,4,3/3/1989,2,1,12/31/1994,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,"FARF, MDD","451, 446",,2,,1997,1,1,3,7/31/1966,4,10/30/1997,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,FARF,451,,2,,1998,1,1,3,7/31/1966,4,10/30/1997,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,1999,1,1,3,7/31/1966,4,10/30/1997,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2000,2,1,3,7/31/1966,4,10/30/1997,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2001,1,1,3,7/31/1966,4,10/30/1997,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2002,1,1,3,7/31/1966,4,10/30/1997,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2003,1,1,3,7/31/1966,4,10/30/1997,1,1,12/14/2003,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,FUCD,453,,2,,2005,1,1,3,7/31/1966,4,12/18/2005,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,"FUCD, RAFD, UFDD","453, 454, 456",,2,,2006,2,1,3,7/31/1966,4,12/18/2005,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,UFDD,456,,2,,2007,1,1,3,7/31/1966,4,12/18/2005,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,AN ,716,,2,,2008,1,1,3,7/31/1966,4,12/18/2005,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,UFR,1069,,2,,2009,1,1,3,7/31/1966,4,12/18/2005,1,0,,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,FPRN,1112,,2,,2010,1,1,3,7/31/1966,4,12/18/2005,1,1,4/28/2010,,483,,,,483,4,19.1
288,Chad,Government of Chad,87,,CCMSR,7151,,2,,2018,1,1,3,7/31/1966,4,8/11/2018,1,0,,,483,,,,483,4,19.1
361,"Chad, Libya",Government of Chad,87,,Government of Libya,111,,1,Aozou strip,1987,2,1,2,8/8/1987,1,8/8/1987,1,1,9/12/1987,,483,,620,,"483, 620",4,19.1
349,"Chad, Nigeria",Government of Chad,87,,Government of Nigeria,84,,1,Lake Chad,1983,1,0,2,4/18/1983,1,4/24/1983,1,1,11/1/1983,,483,,475,,"475, 483",4,19.1
321,Chile,Government of Chile,25,,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ",757,,2,,1973,1,0,3,9/11/1973,1,9/11/1973,1,1,9/11/1973,,155,,,,155,5,19.1
11349,China,Government of China,135,,ETIM,1156,,1,East Turkestan,2008,1,0,3,4/5/1990,1,8/10/2008,1,1,8/29/2008,,710,,,,710,3,19.1
202,China,Government of China,135,,PLA,161,,2,,1946,2,1,3,12/31/1946,7,12/31/1946,7,0,,,710,,,,710,3,19.1
202,China,Government of China,135,,PLA,161,,2,,1947,2,1,3,12/31/1946,7,12/31/1946,7,0,,,710,,,,710,3,19.1
202,China,Government of China,135,,PLA,161,,2,,1948,2,1,3,12/31/1946,7,12/31/1946,7,0,,,710,,,,710,3,19.1
202,China,Government of China,135,,PLA,161,,2,,1949,2,1,3,12/31/1946,7,12/31/1946,7,1,12/8/1949,,710,,,,710,3,19.1
217,China,Government of China,135,,Taiwanese insurgents,177,,1,Taiwan,1947,2,1,3,2/28/1947,1,2/28/1947,1,1,3/24/1947,,710,,,,710,3,19.1
236,China,Government of China,135,,Tibet,213,,1,Tibet,1950,1,0,3,10/7/1950,1,10/7/1950,1,1,10/9/1950,,710,,,,710,3,19.1
236,China,Government of China,135,,Tibet,213,,1,Tibet,1956,2,1,3,10/7/1950,1,5/31/1956,4,1,12/31/1956,,710,,,,710,3,19.1
236,China,Government of China,135,,Tibet,213,,1,Tibet,1959,2,1,3,10/7/1950,1,3/10/1959,1,1,4/23/1959,,710,,,,710,3,19.1
274,"China, India",Government of China,135,,Government of India,141,,1,"Aksai Chin, Arunachal Pradesh",1962,2,1,2,8/31/1959,3,11/21/1962,5,1,11/21/1962,,710,,750,,"710, 750",3,19.1
274,"China, India",Government of China,135,,Government of India,141,,1,"Aksai Chin, Arunachal Pradesh",1967,1,1,2,8/31/1959,3,1/31/1967,3,1,12/31/1967,,710,,750,,"710, 750",3,19.1
304,"China, Myanmar (Burma)",Government of China,135,,Government of Myanmar (Burma),144,,1,Common Border,1969,1,0,2,2/28/1969,4,2/28/1969,4,1,12/31/1969,,710,,775,,"710, 775",3,19.1
305,"China, Russia (Soviet Union)",Government of China,135,,Government of Russia (Soviet Union),57,,1,Ussuri river,1969,1,0,2,3/2/1969,1,3/2/1969,1,1,12/31/1969,,710,,365,,"365, 710","1, 3",19.1
232,"China, Taiwan",Government of China,135,,Government of Taiwan,137,,3,Taiwan strait,1949,2,1,2,10/31/1949,3,10/31/1949,3,0,,,710,,713,,"710, 713",3,19.1
232,"China, Taiwan",Government of China,135,,Government of Taiwan,137,,3,Taiwan strait,1950,1,1,2,10/31/1949,3,10/31/1949,3,1,12/31/1950,,710,,713,,"710, 713",3,19.1
232,"China, Taiwan",Government of China,135,,Government of Taiwan,137,Government of United States of America,3,Taiwan strait,1954,2,1,2,10/31/1949,3,12/31/1954,5,1,12/31/1954,,710,,713,2,"710, 713",3,19.1
232,"China, Taiwan",Government of China,135,,Government of Taiwan,137,Government of United States of America,3,Taiwan strait,1958,2,1,2,10/31/1949,3,12/31/1958,5,1,12/31/1958,,710,,713,2,"710, 713",3,19.1
334,"China, Vietnam (North Vietnam)",Government of China,135,,Government of Vietnam (North Vietnam),150,,1,Various,1974,1,0,2,1/19/1974,1,1/20/1974,2,1,12/31/1974,,710,,816,,"710, 816",3,19.1
334,"China, Vietnam (North Vietnam)",Government of China,135,,Government of Vietnam (North Vietnam),150,,1,Various,1978,1,0,2,1/19/1974,1,12/31/1978,5,0,,,710,,816,,"710, 816",3,19.1
334,"China, Vietnam (North Vietnam)",Government of China,135,,Government of Vietnam (North Vietnam),150,,1,Various,1979,2,1,2,1/19/1974,1,12/31/1978,5,0,,,710,,816,,"710, 816",3,19.1
334,"China, Vietnam (North Vietnam)",Government of China,135,,Government of Vietnam (North Vietnam),150,,1,Various,1980,1,1,2,1/19/1974,1,12/31/1978,5,0,,,710,,816,,"710, 816",3,19.1
334,"China, Vietnam (North Vietnam)",Government of China,135,,Government of Vietnam (North Vietnam),150,,1,Various,1981,1,1,2,1/19/1974,1,12/31/1978,5,1,12/31/1981,,710,,816,,"710, 816",3,19.1
